number,class,text,score,,class,average,max,min,count,,number of > average,%,number of общий average,%
8994,70,What is the process for verifying the source of one's funds?,0.600360925,,,,,,,,,,,
8995,70,"I am uncertain about where my money originated from, could you assist me please?",0.574676215,,,,,,,,,,,
8996,70,How do I ensure that my source of funds is valid and legitimate?,0.566282637,,,,,,,,,,,
8997,70,Where can I find the origin of my monetary influx?,0.525844996,,,,,,,,,,,
8998,70,Can you provide me with information on the source of my funds?,0.682543898,,,,,,,,,,,
8999,70,I am curious to know where my money is coming from.,0.604556466,,,,,,,,,,,
9000,70,Where do these funds originate from?,0.576714393,,,,,,,,,,,
9001,70,Can you assist me in verifying the origin of my available finances?,0.563277471,,,,,,,,,,,
9002,70,I need clarification on where my monetary resources are coming from.,0.528247109,,,,,,,,,,,
9003,70,What steps do I need to take to confirm the source of my funds?,0.656427422,,,,,,,,,,,
9004,70,How can I trace back the path of my financial transactions?,0.479048955,,,,,,,,,,,
9005,70,Is there a way for me to track down the initial sender of these funds?,0.568831327,,,,,,,,,,,
9006,70,Please help me locate and identify the source of these incoming funds.,0.610962929,,,,,,,,,,,
9007,70,Can you provide information about the origin of my funds?,0.662797713,,,,,,,,,,,
9008,70,I need to confirm the origin of my available money.,0.591814338,,,,,,,,,,,
9009,70,Is it necessary to verify the source of my funds?,0.602914071,,,,,,,,,,,
9010,70,Can you help me find out where my money came from?,0.654192373,,,,,,,,,,,
9011,70,"I am curious about the source of my funds, can you assist me?",0.673044152,,,,,,,,,,,
9012,70,Do I need to provide proof of the source for my available funds?,0.591059931,,,,,,,,,,,
9013,70,How can I trace where my money came from?,0.621111702,,,,,,,,,,,
9014,70,Please assist me in determining where my funds originated from.,0.68608149,,,,,,,,,,,
9015,70,What steps should I take to verify the source of these funds?,0.636079099,,,,,,,,,,,
9016,70,I would like more information on how to identify where these funds originated.,0.621728784,,,,,,,,,,,
9017,70,What is the origin of my funds?,0.651604198,,,,,,,,,,,
9018,70,How do I trace the deposit source?,0.515853317,,,,,,,,,,,
9019,70,Can you help me find the source of my available cash?,0.567972865,,,,,,,,,,,
9020,70,I want to verify where my funds come from.,0.718872844,,,,,,,,,,,
9021,70,Is there a way to check the origin of my money?,0.589027411,,,,,,,,,,,
9022,70,Could you assist me in verifying my source of funds?,0.649487853,,,,,,,,,,,
9023,70,Can you show me where exactly my money comes from?,0.614254946,,,,,,,,,,,
9024,70,I need to know the exact source of funds in my account.,0.681561802,,,,,,,,,,,
9025,70,Please help me locate the origin of these funds.,0.540885986,,,,,,,,,,,
9026,70,Where can I view information on where these funds originated?,0.637930507,,,,,,,,,,,
9027,70,Could you please provide more context on the category of these sentences? It will help me to generate similar sentences.,-0.026537266,,,,,,,,,,,
9028,70,Can you assist me in verifying the origin of my funds?,0.655297555,,,,,,,,,,,
9029,70,"I need to trace the source of my money, can you help?",0.614259055,,,,,,,,,,,
9030,70,"It is important for me to confirm the source of my funds, how can I do this?",0.646528166,,,,,,,,,,,
9031,70,How can I obtain information about where my funds came from?,0.70861758,,,,,,,,,,,
9032,70,Is there a process to follow in order to verify the source of my funds?,0.658031782,,,,,,,,,,,
9033,70,Can you guide me on how to investigate where my money originated from?,0.631260445,,,,,,,,,,,
9034,70,"Verifying the source of my funds is essential, please advise on how to proceed.",0.611993058,,,,,,,,,,,
9035,70,"I want certainty about where my money comes from, what steps should I take?",0.559817507,,,,,,,,,,,
9036,70,Please provide assistance with tracking down where my available cash came from.,0.563536044,,,,,,,,,,,
9037,70,How do I determine and verify the origin of available money and funding?,0.582901311,,,,,,,,,,,
9038,70,Can you provide information on the origin of my funds?,0.666709541,,,,,,,,,,,
9039,70,What is the source of my funds and how can I verify it?,0.71486738,,,,,,,,,,,
9040,70,"I need to trace the origin of a recent deposit, can you assist me?",0.468613812,,,,,,,,,,,
9041,70,Where did this payment come from and how can I confirm it?,0.455704242,,,,,,,,,,,
9042,70,Is there a way to see where my money has been coming from over time?,0.575089745,,,,,,,,,,,
9043,70,How do I track the source of my incoming cash flow in this account?,0.511181425,,,,,,,,,,,
9044,70,Please help me understand where these funds originated from.,0.561185489,,,,,,,,,,,
9045,70,Can you explain how to identify and authenticate the source of a fund transfer for me please?,0.590007646,,,,,,,,,,,
9046,70,Show me how to determine the source for all deposits made into this account.,0.535570574,,,,,,,,,,,
9047,70,Where do these funds come from and why are they in my account?,0.57616709,,,,,,,,,,,
9048,70,How can I track the origin of my funds?,0.687589701,,,,,,,,,,,
9049,70,Please verify the source of my available cash.,0.522439746,,,,,,,,,,,
9050,70,Can you provide me with information on where my money comes from?,0.622054184,,,,,,,,,,,
9051,70,"I need to confirm the source of these funds, how can I do that?",0.654502789,,,,,,,,,,,
9052,70,What steps should I take to determine where my funds are coming from?,0.673215349,,,,,,,,,,,
9053,70,Who is responsible for putting money into my account and how can I find out more about it?,0.561486519,,,,,,,,,,,
9054,70,Is there a way for me to view a detailed breakdown of where my money came from?,0.575505981,,,,,,,,,,,
9055,70,How do I know if the funds in my account are legitimate and have a verifiable source?,0.602208614,,,,,,,,,,,
9056,70,Could you assist me in finding out more about the origin of these funds please?,0.515026253,,,,,,,,,,,
9057,70,Can you help me understand how to trace back the origins of this money?,0.502569253,,,,,,,,,,,
9058,71,Can you guide me through the process of verifying my top-up card?,0.682689289,,,,,,,,,,,
9059,71,What is the procedure for verifying a top-up card?,0.703647373,,,,,,,,,,,
9060,71,I'm having trouble understanding how to verify my top-up. Can you please explain it to me again?,0.629235669,,,,,,,,,,,
9061,71,Is there a specific time frame in which I need to verify my top-up card?,0.594120887,,,,,,,,,,,
9062,71,"Can I verify my top-up through an online portal or app, or do I have to do it in person?",0.583369743,,,,,,,,,,,
9063,71,Do different types of cards require different methods for verification when doing a top-up?,0.615035279,,,,,,,,,,,
9064,71,What happens if I don't verify my top-up card within the given time frame?,0.585281984,,,,,,,,,,,
9065,71,Should I keep the verification code for future reference after verifying my top-up card?,0.595147897,,,,,,,,,,,
9066,71,Can someone else enter the verification code on behalf of me while topping up?,0.450131709,,,,,,,,,,,
9067,71,Is there any charge or fee associated with verifying a top-up card?,0.570247784,,,,,,,,,,,
9068,71,What is the procedure for verifying a top-up card?,0.703647373,,,,,,,,,,,
9069,71,I can't proceed with my top-up until I verify it. What do I do?,0.588832638,,,,,,,,,,,
9070,71,What happens if I don't verify my top-up card?,0.638126889,,,,,,,,,,,
9071,71,Is there an expiry date for the top-up verification code?,0.562690307,,,,,,,,,,,
9072,71,How long does it take to verify a card Top-Up?,0.560483355,,,,,,,,,,,
9073,71,What's the purpose of verifying a top-up card?,0.651693716,,,,,,,,,,,
9074,71,Where exactly is the verification code for my top-up card located?,0.719740733,,,,,,,,,,,
9075,71,Can you explain the process for authenticating a top-up card?,0.586486875,,,,,,,,,,,
9076,71,Why is it necessary to secure a top-up card through verification?,0.596947321,,,,,,,,,,,
9077,71,How can I verify my top-up without any difficulties or issues?,0.667845094,,,,,,,,,,,
9078,71,What happens if I fail to verify my top-up card - will there be any consequences or penalties?,0.52967662,,,,,,,,,,,
9079,71,"Which methods are available for verifying a top-up, and which one should I choose?",0.619689296,,,,,,,,,,,
9080,71,Is there an expiration date for the verification code on my top-up card?,0.562224075,,,,,,,,,,,
9081,71,How much time do I have to verify my top up before it expires?,0.49840289,,,,,,,,,,,
9082,71,What are some tips for ensuring that my verification process goes smoothly and efficiently when topping up my phone account with credit,0.381081154,,,,,,,,,,,
9083,71,Is it mandatory to verify my top-up card?,0.667962877,,,,,,,,,,,
9084,71,How do I confirm that my top-up has been verified?,0.668764723,,,,,,,,,,,
9085,71,What's the importance of verifying a top-up card?,0.628136307,,,,,,,,,,,
9086,71,Can you guide me through the process of verifying a top-up?,0.66141418,,,,,,,,,,,
9087,71,Where exactly can I find the verification code for a top-up card?,0.700216318,,,,,,,,,,,
9088,71,"Do all top-ups require verification codes, or are some exempted?",0.551735899,,,,,,,,,,,
9089,71,Are there any consequences for not verifying my top-up card?,0.592237808,,,,,,,,,,,
9090,71,Who can help me out with verifying my top-up card if I'm stuck?,0.685964451,,,,,,,,,,,
9091,71,Can I use my phone to verify the code on the back of the top-up voucher?,0.492855768,,,,,,,,,,,
9092,71,What happens if I lose or misplace the verification code for my top up?,0.579102011,,,,,,,,,,,
9093,71,Where can I enter the top-up verification code?,0.683463712,,,,,,,,,,,
9094,71,What happens if I don't verify my top-up card?,0.638126889,,,,,,,,,,,
9095,71,Is it mandatory to verify top-up cards?,0.635474122,,,,,,,,,,,
9096,71,How long does it take to verify a top-up?,0.558449064,,,,,,,,,,,
9097,71,Can I use the same verification code for multiple top-ups?,0.542601925,,,,,,,,,,,
9098,71,Why is my verified top-up showing as unverified now?,0.569573615,,,,,,,,,,,
9099,71,Do prepaid plans require top-up verification?,0.469681456,,,,,,,,,,,
9100,71,What are the consequences of entering an incorrect verification code for a top up?,0.593381459,,,,,,,,,,,
9101,71,Is there any fee involved in verifying a top up card?,0.578055948,,,,,,,,,,,
9102,71,Does verifying a Top-Up add extra validity to it or not ?,0.604644545,,,,,,,,,,,
9103,71,How can I verify my card after a top-up transaction?,0.599150908,,,,,,,,,,,
9104,71,Is there a specific time frame to verify the top-up?,0.561157382,,,,,,,,,,,
9105,71,What happens if I don't verify my top-up card?,0.638126889,,,,,,,,,,,
9106,71,Can multiple cards be verified for one top-up transaction?,0.506673322,,,,,,,,,,,
9107,71,"If I lost my verification code, how can I get it again for my top-up?",0.569499234,,,,,,,,,,,
9108,71,How long does it take to receive the code for verifying the card on a top-up transaction?,0.524012907,,,,,,,,,,,
9109,71,Is there any limit on how many times we can try to verify our card for a single top-up?,0.54151683,,,,,,,,,,,
9110,71,Why do some merchants require me to verify the card after I have already topped up?,0.467278064,,,,,,,,,,,
9111,71,Are there any fees associated with verifying cards during or after a top-up transaction?,0.469534032,,,,,,,,,,,
9112,71,What is the maximum amount that we can load or provide through a single verified account/top up process?,0.333290028,,,,,,,,,,,
9113,71,Can you walk me through the process of verifying a top-up card?,0.708909805,,,,,,,,,,,
9114,71,Is it possible to skip the verification process for top-ups?,0.548112405,,,,,,,,,,,
9115,71,Where should I enter my top-up verification code?,0.681670201,,,,,,,,,,,
9116,71,What's the purpose of obtaining a top-up verification code?,0.645901091,,,,,,,,,,,
9117,71,How long does it take to receive a top-up verification code?,0.544849147,,,,,,,,,,,
9118,71,Can I use my old verification code for a new top-up card?,0.590524416,,,,,,,,,,,
